Source,Target
Sonya Khan,Rakaya
Sonya Khan,Ryan Sinclair
Sonya Khan,The Master
Sonya Khan,Thirteenth Doctor
Sonya Khan,Tibo
Sonya Khan,Yasmin Khan
Sonya Khan,Zellin
Sophie (The Lodger),79B Aickman Road
Sophie (The Lodger),Amy Pond
Sophie (The Lodger),Craig Owens
Sophie (The Lodger),Cyberman (Mondas)
Sophie (The Lodger),Eleventh Doctor
Sophie (The Lodger),River Song
Sophie (The Lodger),Rory Williams
Spandrell,Engin
Spandrell,Fourth Doctor
Spandrell,Goth
Spandrell,The Master
Spider germ,Clara Oswald
Spider germ,Courtney Woods
Spider germ,Danny Pink
Spider germ,Twelfth Doctor
Staal,Donna Noble
Staal,Mace (The Sontaran Stratagem)
Staal,Martha Jones
Staal,Ross Jenkins
Staal,Sylvia Noble
Staal,Tenth Doctor
Staal,Wilfred Mott
Steven Taylor,Barbara Wright
Steven Taylor,Billy Clanton
Steven Taylor,Black Dalek Leader
Steven Taylor,Bret Vyon
Steven Taylor,Cassandra (The Myth Makers)
Steven Taylor,Catherine de Medici
Steven Taylor,Celestial Toymaker
Steven Taylor,Dodo Chaplet
Steven Taylor,Edal
Steven Taylor,First Doctor
Steven Taylor,Gaspard de Saux-Tavannes
Steven Taylor,Ian Chesterton
Steven Taylor,Ike Clanton
Steven Taylor,Johnny Ringo
Steven Taylor,Katarina
Steven Taylor,Maaga
Steven Taylor,Mavic Chen
Steven Taylor,Mechonoid
Steven Taylor,Monoid
Steven Taylor,Odysseus
Steven Taylor,Pa Clanton
Steven Taylor,Phineas Clanton
Steven Taylor,Rill
Steven Taylor,Sara Kingdom
Steven Taylor,Seth Harper
Steven Taylor,Template:Disputed
Steven Taylor,The Monk
Steven Taylor,Vicki Pallister
Stevens,BOSS
Stevens,Clifford Jones
Stevens,Giant maggot
Stevens,Jo Grant
Stevens,John Benton
Stevens,Mark Elgin
Stevens,Mike Yates
Stevens,The Brigadier
Stevens,Third Doctor
Stingray,Christina de Souza
Stingray,Erisa Magambo
Stingray,Tenth Doctor
Stor,Commander
Stor,Fourth Doctor
Stor,K9 Mark I
Stor,Leela
Stor,Vardan
Stotz,Adric
Stotz,Fifth Doctor
Stotz,Kamelion
Stotz,Morgus
Stotz,Nyssa
Stotz,Peri Brown
Stotz,Sharaz Jek
Stotz,Sixth Doctor
Stotz,Tegan Jovanka
Stotz,Vislor Turlough
Strax,Eleventh Doctor
Strax,Jenny Flint
Strax,Vastra
Stuart Hyde,Jo Grant
Stuart Hyde,John Benton
Stuart Hyde,Kronos
Stuart Hyde,Mike Yates
Stuart Hyde,Minotaur
Stuart Hyde,The Brigadier
Stuart Hyde,The Master
Stuart Hyde,Third Doctor
Styre,Field Major
Styre,Fourth Doctor
Styre,Harry Sullivan
Styre,Sarah Jane Smith
Suki Cheng,Graham O'Brien
Suki Cheng,Praxeus
Suki Cheng,Ryan Sinclair
Suki Cheng,Thirteenth Doctor
Suki Cheng,Yasmin Khan
Supreme Controller (The Dalek Invasion of Earth),Barbara Wright
Supreme Controller (The Dalek Invasion of Earth),First Doctor
Supreme Controller (The Dalek Invasion of Earth),Ian Chesterton
Supreme Controller (The Dalek Invasion of Earth),Susan Foreman
Supreme Dalek (The Stolen Earth),Dalek Caan
Supreme Dalek (The Stolen Earth),Davros
Supreme Dalek (The Stolen Earth),Donna Noble
Supreme Dalek (The Stolen Earth),Francine Jones
Supreme Dalek (The Stolen Earth),Gwen Cooper
Supreme Dalek (The Stolen Earth),Harriet Jones
Supreme Dalek (The Stolen Earth),Ianto Jones
Supreme Dalek (The Stolen Earth),Jack Harkness
Supreme Dalek (The Stolen Earth),Jackie Tyler
Supreme Dalek (The Stolen Earth),K9 Mark IV
Supreme Dalek (The Stolen Earth),Luke Smith
Supreme Dalek (The Stolen Earth),Martha Jones
Supreme Dalek (The Stolen Earth),Mickey Smith
Supreme Dalek (The Stolen Earth),Mr Smith
Supreme Dalek (The Stolen Earth),Rose Tyler
Supreme Dalek (The Stolen Earth),Sarah Jane Smith
Supreme Dalek (The Stolen Earth),Sylvia Noble
Supreme Dalek (The Stolen Earth),Tenth Doctor
Supreme Dalek (The Stolen Earth),Tenth Doctor (Journey's End)
Supreme Dalek (The Stolen Earth),Wilfred Mott
Supreme Dalek (Victory of the Daleks),Amy Pond
Supreme Dalek (Victory of the Daleks),Barnable
Supreme Dalek (Victory of the Daleks),Clara Oswald
Supreme Dalek (Victory of the Daleks),Eleventh Doctor
Supreme Dalek (Victory of the Daleks),Handles
Supreme Dalek (Victory of the Daleks),Tasha Lem
Supreme Dalek (Victory of the Daleks),Twelfth Doctor
Susan Foreman,Ace
Susan Foreman,Alistair Gordon Lethbridge-Stewart
Susan Foreman,Barbara Wright
Susan Foreman,Borusa
Susan Foreman,City Administrator (The Sensorites)
Susan Foreman,Commander (The Sensorites)
Susan Foreman,Dalek
Susan Foreman,Fifth Doctor
Susan Foreman,First Doctor
Susan Foreman,Forester (Planet of Giants)
Susan Foreman,Fourth Doctor
Susan Foreman,Ian Chesterton
Susan Foreman,K9 (Storm in a Tikka) (page does not exist)
Susan Foreman,K9 Mark III
Susan Foreman,Kal
Susan Foreman,Leela
Susan Foreman,Liz Shaw
Susan Foreman,Lord President
Susan Foreman,Léon Colbert
Susan Foreman,Marco Polo
Susan Foreman,Maximilien Robespierre
Susan Foreman,Melanie Bush
Susan Foreman,Mike Yates
Susan Foreman,Napoléon Bonaparte
Susan Foreman,Nyssa
Susan Foreman,Peri Brown
Susan Foreman,Rassilon
Susan Foreman,Romana II
Susan Foreman,Sarah Jane Smith
Susan Foreman,Second Doctor
Susan Foreman,Seventh Doctor
Susan Foreman,Sixth Doctor
Susan Foreman,Supreme Controller (The Dalek Invasion of Earth)
Susan Foreman,Tegan Jovanka
Susan Foreman,Tegana
Susan Foreman,The Brigadier
Susan Foreman,The Master
Susan Foreman,The Rani
Susan Foreman,Third Doctor
Susan Foreman,Tlotoxl
Susan Foreman,Victoria Waterfield
Susan Foreman,Vislor Turlough
Susan Foreman,Yartek
Sutcliffe (Thin Ice),Bill Potts
Sutcliffe (Thin Ice),Nardole
Sutcliffe (Thin Ice),Twelfth Doctor
Sutekh,Fourth Doctor
Sutekh,Sarah Jane Smith
Sycorax leader,Harriet Jones
Sycorax leader,Jackie Tyler
Sycorax leader,Mickey Smith
Sycorax leader,Rose Tyler
Sycorax leader,Tenth Doctor
Sylvia Noble,Alonso Frame
Sylvia Noble,Cofelia
Sylvia Noble,Dalek Caan
Sylvia Noble,Davros
Sylvia Noble,Donna Noble
Sylvia Noble,Eleventh Doctor
Sylvia Noble,Empress of the Racnoss (The Runaway Bride)
Sylvia Noble,Francine Jones
Sylvia Noble,Gwen Cooper
Sylvia Noble,Harriet Jones
Sylvia Noble,Ianto Jones
Sylvia Noble,Jack Harkness
Sylvia Noble,Jackie Tyler
Sylvia Noble,K9 Mark IV
Sylvia Noble,Luke Smith
Sylvia Noble,Mace (The Sontaran Stratagem)
Sylvia Noble,Martha Jones
Sylvia Noble,Mickey Smith
Sylvia Noble,Mr Smith
Sylvia Noble,Ood Sigma
Sylvia Noble,Rassilon
Sylvia Noble,Rose Tyler
Sylvia Noble,Ross Jenkins
Sylvia Noble,Sarah Jane Smith
Sylvia Noble,Staal
Sylvia Noble,Supreme Dalek (The Stolen Earth)
Sylvia Noble,Tenth Doctor
Sylvia Noble,Tenth Doctor (Journey's End)
Sylvia Noble,The Master
Sylvia Noble,Wilfred Mott
Tannis (Death Comes to Time),Ace (Death Comes to Time)
Tannis (Death Comes to Time),Antimony (Death Comes to Time)
Tannis (Death Comes to Time),Minister of Chance
Tannis (Death Comes to Time),Seventh Doctor (Death Comes to Time)
Tannis (Death Comes to Time),The Brigadier (Death Comes to Time)
Taren Capel,Ander Poul
Taren Capel,Fourth Doctor
Taren Capel,Kaldor android
Taren Capel,Kiy Uvanov
Taren Capel,Leela
Taren Capel,Lish Toos
Tasha Lem,Amy Pond
Tasha Lem,Barnable
Tasha Lem,Clara Oswald
Tasha Lem,Eleventh Doctor
Tasha Lem,Handles
Tasha Lem,Supreme Dalek (Victory of the Daleks)
Tasha Lem,Twelfth Doctor
Tegan Jovanka,Adric
Tegan Jovanka,Alistair Gordon Lethbridge-Stewart
Tegan Jovanka,Ann Talbot
Tegan Jovanka,Black Dalek Leader
Tegan Jovanka,Black Guardian
Tegan Jovanka,Borusa
Tegan Jovanka,Chela
Tegan Jovanka,Cyber-Leader (Earthshock)
Tegan Jovanka,Dalek
Tegan Jovanka,Davros
Tegan Jovanka,Dukkha
Tegan Jovanka,Eirak
Tegan Jovanka,Fifth Doctor
Tegan Jovanka,First Doctor
Tegan Jovanka,Fourth Doctor
Tegan Jovanka,Gareth Jenkins (A Fix with Sontarans)
Tegan Jovanka,George Hutchinson
Tegan Jovanka,Gravis
Tegan Jovanka,Gustave Lytton
Tegan Jovanka,Hindle
Tegan Jovanka,Icthar
Tegan Jovanka,Jane Hampden
Tegan Jovanka,K9 Mark III
Tegan Jovanka,Kamelion
Tegan Jovanka,Lord President
Tegan Jovanka,Madge Cranleigh
Tegan Jovanka,Malus
Tegan Jovanka,Mara
Tegan Jovanka,Mawdryn
Tegan Jovanka,Morgus
Tegan Jovanka,Nathan (A Fix with Sontarans)
Tegan Jovanka,Nyssa
Tegan Jovanka,Omega
Tegan Jovanka,Peri Brown
Tegan Jovanka,Rassilon
Tegan Jovanka,Richard Mace
Tegan Jovanka,Romana II
Tegan Jovanka,Sarah Jane Smith
Tegan Jovanka,Second Doctor
Tegan Jovanka,Sharaz Jek
Tegan Jovanka,Sixth Doctor
Tegan Jovanka,Stotz
Tegan Jovanka,Susan Foreman
Tegan Jovanka,Terileptil
Tegan Jovanka,Terileptil android
Tegan Jovanka,The Master
Tegan Jovanka,The Watcher (Logopolis)
Tegan Jovanka,Third Doctor
Tegan Jovanka,Tractator
Tegan Jovanka,Turner (A Fix with Sontarans)
Tegan Jovanka,Urbankan
Tegan Jovanka,Vislor Turlough
Tegan Jovanka,White Guardian
Tegan Jovanka,Will Chandler
Tegan Jovanka,Wrack
Tegana,Barbara Wright
Tegana,First Doctor
Tegana,Ian Chesterton
Tegana,Marco Polo
Tegana,Susan Foreman
Tekker,Borad
Tekker,H. G. Wells
Tekker,Peri Brown
Tekker,Sixth Doctor
Template:Disputed,Billy Clanton
Template:Disputed,Dodo Chaplet
Template:Disputed,First Doctor
Template:Disputed,Ike Clanton
Template:Disputed,Johnny Ringo
Template:Disputed,Pa Clanton
Template:Disputed,Phineas Clanton
Template:Disputed,Seth Harper
Template:Disputed,Steven Taylor
Tenth Doctor,Abzorbaloff
Tenth Doctor,Adelaide Brooke
Tenth Doctor,Agatha Christie
Tenth Doctor,Alonso Frame
Tenth Doctor,Angelo (Tooth and Claw)
Tenth Doctor,Arnold Golightly
Tenth Doctor,Astrid Peth
Tenth Doctor,Azlok
Tenth Doctor,Bad Wolf (entity)
Tenth Doctor,Baltazar
Tenth Doctor,Carrionite
Tenth Doctor,Casp
Tenth Doctor,Cassandra O'Brien.Δ17
Tenth Doctor,Cassie Rice
Tenth Doctor,Chloe Webber's father
Tenth Doctor,Christina de Souza
Tenth Doctor,Clara Oswald
Tenth Doctor,Clive Jones
Tenth Doctor,Clockwork Droid
Tenth Doctor,Cobb (The Doctor's Daughter)
Tenth Doctor,Cofelia
Tenth Doctor,Control node (The Girl in the Fireplace)
Tenth Doctor,Copper (Voyage of the Damned)
Tenth Doctor,Cult of Skaro
Tenth Doctor,Cyber-Leader One
Tenth Doctor,Cybermen
Tenth Doctor,Dalek Caan
Tenth Doctor,Dalek Emperor in the Last Great Time War
Tenth Doctor,Dalek Fleet
Tenth Doctor,Dalek Sec
Tenth Doctor,Davros
Tenth Doctor,Donna Noble
Tenth Doctor,Editor (Tardisode 12)
Tenth Doctor,Eleventh Doctor
Tenth Doctor,Elizabeth I
Tenth Doctor,Empress of the Racnoss (The Runaway Bride)
Tenth Doctor,Erisa Magambo
Tenth Doctor,Face of Boe
Tenth Doctor,Family of Blood
Tenth Doctor,Fifth Doctor
Tenth Doctor,Florence Finnegan
Tenth Doctor,Francine Jones
Tenth Doctor,Futurekind
Tenth Doctor,Graske (Music of the Spheres)
Tenth Doctor,Gwen Cooper
Tenth Doctor,Hame
Tenth Doctor,Harriet Jones
Tenth Doctor,Heavenly Host
Tenth Doctor,High Priestess (The Fires of Pompeii)
Tenth Doctor,Ianto Jones
Tenth Doctor,Jack Harkness
Tenth Doctor,Jackie Tyler
Tenth Doctor,Jackie Tyler (Pete's World)
Tenth Doctor,Jackson Lake
Tenth Doctor,Jake Simmonds
Tenth Doctor,Jeanne-Antoinette Poisson
Tenth Doctor,Jenny (The Doctor's Daughter)
Tenth Doctor,Jimmy Stalkingwolf
Tenth Doctor,John Lumic
Tenth Doctor,K9 Mark III
Tenth Doctor,K9 Mark IV
Tenth Doctor,Kate Stewart
Tenth Doctor,Klineman Halpen
Tenth Doctor,Lassar
Tenth Doctor,Leo Jones
Tenth Doctor,Lord
Tenth Doctor,Luke Smith
Tenth Doctor,Lynda Moss
Tenth Doctor,Mace (The Sontaran Stratagem)
Tenth Doctor,Macra
Tenth Doctor,Martha Jones
Tenth Doctor,Matron
Tenth Doctor,Max Capricorn
Tenth Doctor,Mercy Hartigan
Tenth Doctor,Mickey Smith
Tenth Doctor,Midnight entity
Tenth Doctor,Mr Smith
Tenth Doctor,Ninth Doctor
Tenth Doctor,Ood Sigma
Tenth Doctor,Pete Tyler (Pete's World)
Tenth Doctor,Petronella Osgood
Tenth Doctor,Rassilon
Tenth Doctor,Richard Lazarus
Tenth Doctor,Ricky Smith
Tenth Doctor,River Song
Tenth Doctor,Rose Tyler
Tenth Doctor,Rosita Farisi
Tenth Doctor,Ross Jenkins
Tenth Doctor,Sarah Jane Smith
Tenth Doctor,Staal
Tenth Doctor,Stingray
Tenth Doctor,Supreme Dalek (The Stolen Earth)
Tenth Doctor,Sycorax leader
Tenth Doctor,Sylvia Noble
Tenth Doctor,Tenth Doctor (Journey's End)
Tenth Doctor,The Beast (The Impossible Planet)
Tenth Doctor,The Curator
Tenth Doctor,The Flood (The Waters of Mars)
Tenth Doctor,The Host
Tenth Doctor,The Master
Tenth Doctor,The Moment
Tenth Doctor,The Wire
Tenth Doctor,Tim Latimer
Tenth Doctor,Time Beetle
Tenth Doctor,Tish Jones
Tenth Doctor,Torajii
Tenth Doctor,Torchwood Institute
Tenth Doctor,Vashta Nerada
Tenth Doctor,Victoria
Tenth Doctor,War Doctor
Tenth Doctor,Weeping Angel
Tenth Doctor,Wilfred Mott
Tenth Doctor,William Shakespeare
Tenth Doctor,Yvonne Hartman
Tenth Doctor,Zygon Kate Stewart
Tenth Doctor (Journey's End),Dalek Caan
Tenth Doctor (Journey's End),Davros
Tenth Doctor (Journey's End),Donna Noble
Tenth Doctor (Journey's End),Francine Jones
Tenth Doctor (Journey's End),Gwen Cooper
Tenth Doctor (Journey's End),Ianto Jones
Tenth Doctor (Journey's End),Jack Harkness
Tenth Doctor (Journey's End),Jackie Tyler
Tenth Doctor (Journey's End),K9 Mark IV
Tenth Doctor (Journey's End),Luke Smith
Tenth Doctor (Journey's End),Martha Jones
Tenth Doctor (Journey's End),Mickey Smith
Tenth Doctor (Journey's End),Mr Smith
Tenth Doctor (Journey's End),Rose Tyler
Tenth Doctor (Journey's End),Sarah Jane Smith
Tenth Doctor (Journey's End),Supreme Dalek (The Stolen Earth)
Tenth Doctor (Journey's End),Sylvia Noble
Tenth Doctor (Journey's End),Tenth Doctor
Tenth Doctor (Journey's End),Wilfred Mott
Terileptil,Adric
Terileptil,Fifth Doctor
Terileptil,Nyssa
Terileptil,Richard Mace
Terileptil,Tegan Jovanka
Terileptil,Terileptil android
Terileptil android,Adric
Terileptil android,Fifth Doctor
Terileptil android,Nyssa
Terileptil android,Richard Mace
Terileptil android,Tegan Jovanka
Terileptil android,Terileptil
Teselecta,Amy Pond
Teselecta,Captain
Teselecta,Carter (Let's Kill Hitler)
Teselecta,Dorium Maldovar
Teselecta,Eleventh Doctor
Teselecta,River Song
Teselecta,Rory Williams
Teselecta,Silent
Teselecta,Winston Churchill
Thawn,Fourth Doctor
Thawn,Kroll
Thawn,Ranquin
Thawn,Romana I
The Alliance (The Pandorica Opens),Amy Pond
The Alliance (The Pandorica Opens),Dorium Maldovar
The Alliance (The Pandorica Opens),Eleventh Doctor
The Alliance (The Pandorica Opens),Elizabeth X
The Alliance (The Pandorica Opens),River Song
The Alliance (The Pandorica Opens),Rory Williams
The Alliance (The Pandorica Opens),Vincent van Gogh
The Alliance (The Pandorica Opens),Winston Churchill
The Beast (The Impossible Planet),McMillen
The Beast (The Impossible Planet),Ood
The Beast (The Impossible Planet),Rose Tyler
The Beast (The Impossible Planet),Tenth Doctor
The Brigadier,Ace
The Brigadier,Alastair Lethbridge-Stewart
The Brigadier,Ancelyn
The Brigadier,Arthur Linwood
The Brigadier,Auton
The Brigadier,Axos
The Brigadier,Azal
The Brigadier,BOSS
The Brigadier,Bruno Taltalian
The Brigadier,Butler (Invasion of the Dinosaurs)
The Brigadier,Carol Bell
The Brigadier,Carrington (The Ambassadors of Death)
The Brigadier,Chancellor (The Three Doctors)
The Brigadier,Channing
The Brigadier,Charles Grover
The Brigadier,Charles Kettering
The Brigadier,Clifford Jones
The Brigadier,Collinson
The Brigadier,Commander
The Brigadier,Dent (Colony in Space)
The Brigadier,Dæmon
The Brigadier,Eight Legs
The Brigadier,Eric Stahlman
The Brigadier,Fifth Doctor
The Brigadier,Finch (Invasion of the Dinosaurs)
The Brigadier,First Doctor
The Brigadier,Fourth Doctor
The Brigadier,George Patrick Barnham
The Brigadier,Giant maggot
The Brigadier,Gold Dalek (Day of the Daleks)
The Brigadier,Greg Sutton
The Brigadier,Harry Mailer
The Brigadier,Irongron
The Brigadier,Jo Grant
The Brigadier,John Benton
The Brigadier,K'anpo Rimpoche
The Brigadier,K9 (Storm in a Tikka) (page does not exist)
The Brigadier,Keith Gold
The Brigadier,Keller Machine
The Brigadier,Kronos
The Brigadier,Leela
The Brigadier,Linx
The Brigadier,Liz Shaw
The Brigadier,Lupton
The Brigadier,Mark Elgin
The Brigadier,Melanie Bush
The Brigadier,Mike Yates
The Brigadier,Minotaur
The Brigadier,Morgaine
The Brigadier,Morka
The Brigadier,Nestene Consciousness
The Brigadier,Nyssa
The Brigadier,Olive Hawthorne
The Brigadier,Omega
The Brigadier,Palmer (The Three Doctors)
The Brigadier,Peri Brown
The Brigadier,Petra Williams
The Brigadier,President (The Three Doctors)
The Brigadier,Reegan
The Brigadier,Roland Summers
The Brigadier,Romana II
The Brigadier,Sarah Jane Smith
The Brigadier,Second Doctor
The Brigadier,Seventh Doctor
The Brigadier,Sixth Doctor
The Brigadier,Stevens
The Brigadier,Stuart Hyde
The Brigadier,Susan Foreman
The Brigadier,The Destroyer
The Brigadier,The Great One (Planet of the Spiders)
The Brigadier,The Master
The Brigadier,The Rani
The Brigadier,Third Doctor
The Brigadier,Time Lord (The Three Doctors)
The Brigadier,Time Lord messenger
The Brigadier,Tom Osgood
The Brigadier,Victoria Waterfield
The Brigadier,Whitaker (Invasion of the Dinosaurs)
The Brigadier,Winifred Bambera
The Brigadier (Death Comes to Time),Ace (Death Comes to Time)
The Brigadier (Death Comes to Time),Antimony (Death Comes to Time)
The Brigadier (Death Comes to Time),Minister of Chance
The Brigadier (Death Comes to Time),Seventh Doctor (Death Comes to Time)
The Brigadier (Death Comes to Time),Tannis (Death Comes to Time)
The Captain,Fourth Doctor
The Captain,K9 Mark II
The Captain,Romana I
The Captain,Xanxia
The Collector,Fourth Doctor
The Collector,Hade
The Collector,K9 Mark I
The Collector,Leela
The Curator,Clara Oswald
The Curator,Dalek Fleet
The Curator,Eleventh Doctor
The Curator,Elizabeth I
The Curator,Kate Stewart
The Curator,Petronella Osgood
The Curator,Tenth Doctor
The Curator,The Moment
The Curator,War Doctor
The Curator,Zygon Kate Stewart
The Destroyer,Ace
The Destroyer,Ancelyn
The Destroyer,Morgaine
The Destroyer,Seventh Doctor
The Destroyer,The Brigadier
The Destroyer,Winifred Bambera
The Director (The Faceless Ones),Ben Jackson
The Director (The Faceless Ones),Chameleon (humanoid)
The Director (The Faceless Ones),Jamie McCrimmon
The Director (The Faceless Ones),Polly Wright
The Director (The Faceless Ones),Second Doctor
The Doctor (Fugitive of the Judoon),Gat
The Doctor (Fugitive of the Judoon),Graham O'Brien
The Doctor (Fugitive of the Judoon),Jack Harkness
The Doctor (Fugitive of the Judoon),Pol-Kon-Don
The Doctor (Fugitive of the Judoon),Ryan Sinclair
The Doctor (Fugitive of the Judoon),The Master
The Doctor (Fugitive of the Judoon),Thirteenth Doctor
The Doctor (Fugitive of the Judoon),Yasmin Khan
The Doctor's TARDIS,Amy Pond
The Doctor's TARDIS,Eleventh Doctor
The Doctor's TARDIS,House (The Doctor's Wife)
The Doctor's TARDIS,Idris
The Doctor's TARDIS,Rory Williams
The Editor,Adam Mitchell
The Editor,Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe
The Editor,Ninth Doctor
The Editor,Rose Tyler
The Flood (The Waters of Mars),Adelaide Brooke
The Flood (The Waters of Mars),Ood Sigma
The Flood (The Waters of Mars),Tenth Doctor
The Great One (Planet of the Spiders),Eight Legs
The Great One (Planet of the Spiders),Fourth Doctor
The Great One (Planet of the Spiders),John Benton
The Great One (Planet of the Spiders),K'anpo Rimpoche
The Great One (Planet of the Spiders),Lupton
The Great One (Planet of the Spiders),Mike Yates
The Great One (Planet of the Spiders),Sarah Jane Smith
The Great One (Planet of the Spiders),The Brigadier
The Great One (Planet of the Spiders),Third Doctor
The Host,Angelo (Tooth and Claw)
The Host,Rose Tyler
The Host,Tenth Doctor
The Host,Victoria
The Master,Ace
The Master,Ada Lovelace
The Master,Adric
The Master,Alistair Gordon Lethbridge-Stewart
The Master,Alonso Frame
The Master,Alpha Centauri (The Curse of Peladon)
The Master,Arthur Linwood
The Master,Ashad
The Master,Axos
The Master,Azal
The Master,Bill Potts
The Master,Bill Potts (Shadow World)
The Master,Boneless
The Master,Borusa
The Master,Carol Bell
The Master,Chang Lee
The Master,Charles Kettering
The Master,Cheetah Person
The Master,Clara Oswald
The Master,Clive Jones
The Master,Courtney Woods
The Master,CyberMondan
The Master,Cybermen
The Master,Dalek
The Master,Daniel Barton
The Master,Danny Pink
The Master,Davros
The Master,Dent (Colony in Space)
The Master,Donna Noble
The Master,Dæmon
The Master,Eater of Light
The Master,Eighth Doctor
The Master,Eleventh Doctor
The Master,Engin
The Master,Fifth Doctor
The Master,First Doctor
The Master,Fourth Doctor
The Master,Francine Jones
The Master,Frank Armitage
The Master,Futurekind
The Master,George Patrick Barnham
The Master,Goth
The Master,Grace Holloway
The Master,Graham O'Brien
The Master,Hakim Khan
The Master,Half-Face Man
The Master,Harry Mailer
The Master,Heather (The Pilot)
The Master,Ice Warrior
The Master,Jack Harkness
The Master,Jackie Tyler
The Master,Jane Blythe (The Sea Devils)
The Master,Jo Grant
The Master,John Benton
The Master,John Hart (The Sea Devils)
The Master,Journey Blue
The Master,K9 Mark III
The Master,Kamelion
The Master,Kasaavin
The Master,Kate Stewart
The Master,Keller Machine
The Master,Kitling
The Master,Kronos
The Master,Leo Jones
The Master,Lord President
The Master,Luke Smith
The Master,Martha Jones
The Master,Mickey Smith
The Master,Midge (Survival)
The Master,Mike Yates
The Master,Minotaur
The Master,Monk (species)
The Master,Najia Khan
The Master,Nardole
The Master,Nardole (Shadow World)
The Master,Nestene Consciousness
The Master,Neville Catchlove
The Master,Ninth Legion
The Master,Noor Inayat Khan
The Master,Nyssa
The Master,Ohila
The Master,Olive Hawthorne
The Master,Ood Sigma
The Master,Paternoster Gang
The Master,Peri Brown
The Master,Rassilon
The Master,Rigsy
The Master,Roland Summers
The Master,Romana II
The Master,Rose Tyler
The Master,Rusty (Into the Dalek)
The Master,Ryan Sinclair
The Master,Sarah Jane Smith
The Master,Sea Devil
The Master,Seb (The Caretaker)
The Master,Second Doctor
The Master,Seventh Doctor
The Master,Sixth Doctor
The Master,Skovox Blitzer
The Master,Sonya Khan
The Master,Spandrell
The Master,Stuart Hyde
The Master,Susan Foreman
The Master,Sylvia Noble
The Master,Tegan Jovanka
The Master,Tenth Doctor
The Master,The Brigadier
The Master,The Doctor (Fugitive of the Judoon)
The Master,The Rani
The Master,The Watcher (Logopolis)
The Master,Third Doctor
The Master,Thirteenth Doctor
The Master,Tibo
The Master,Time Lord messenger
The Master,Tish Jones
The Master,Tom Osgood
The Master,Twelfth Doctor
The Master,Twelfth Doctor (Shadow World)
The Master,Vislor Turlough
The Master,Wilfred Mott
The Master,Yasmin Khan
The Master,Zygon Osgood
The Moment,Clara Oswald
The Moment,Dalek Fleet
The Moment,Eleventh Doctor
The Moment,Elizabeth I
The Moment,Kate Stewart
The Moment,Petronella Osgood
The Moment,Tenth Doctor
The Moment,The Curator
The Moment,War Doctor
The Moment,Zygon Kate Stewart
The Monk,Black Dalek Leader
The Monk,Bret Vyon
The Monk,First Doctor
The Monk,Katarina
The Monk,Mavic Chen
The Monk,Sara Kingdom
The Monk,Steven Taylor
The Monk,Vicki Pallister
The Nucleus,Fourth Doctor
The Nucleus,K9 Mark I
The Nucleus,Leela
The Nucleus,The Swarm (The Invisible Enemy)
The Rani,Ace
The Rani,Fifth Doctor
The Rani,Fourth Doctor
The Rani,K9 (Storm in a Tikka) (page does not exist)
The Rani,Leela
The Rani,Liz Shaw
The Rani,Melanie Bush
The Rani,Mike Yates
The Rani,Nyssa
The Rani,Peri Brown
The Rani,Romana II
The Rani,Sarah Jane Smith
The Rani,Seventh Doctor
The Rani,Sixth Doctor
The Rani,Susan Foreman
The Rani,The Brigadier
The Rani,The Master
The Rani,Third Doctor
The Rani,Victoria Waterfield
The Shadow,Astra of Atrios
The Shadow,Black Guardian
The Shadow,Drax
The Shadow,Fourth Doctor
The Shadow,K9 Mark II
The Shadow,Marshal of Atrios
The Shadow,Romana I
The Silence,River Song
The Swarm (The Invisible Enemy),Fourth Doctor
The Swarm (The Invisible Enemy),K9 Mark I
The Swarm (The Invisible Enemy),Leela
The Swarm (The Invisible Enemy),The Nucleus
The Veil,Twelfth Doctor
The War Chief,Jamie McCrimmon
The War Chief,Jennifer Buckingham
The War Chief,Jeremy Carstairs
The War Chief,Second Doctor
The War Chief,War Lord
The War Chief,Zoe Heriot
The Watcher (Logopolis),Adric
The Watcher (Logopolis),Fifth Doctor
The Watcher (Logopolis),Fourth Doctor
The Watcher (Logopolis),Nyssa
The Watcher (Logopolis),Tegan Jovanka
The Watcher (Logopolis),The Master
The Wire,Rose Tyler
The Wire,Tenth Doctor
Third Doctor,Ace
Third Doctor,Aggedor (The Curse of Peladon)
Third Doctor,Alastair Lethbridge-Stewart
Third Doctor,Alistair Gordon Lethbridge-Stewart
Third Doctor,Alpha Centauri (The Curse of Peladon)
Third Doctor,Amazonia
Third Doctor,Arcturus (The Curse of Peladon)
Third Doctor,Arthur Linwood
Third Doctor,Auton
Third Doctor,Axos
Third Doctor,Azal
Third Doctor,Azaxyr
Third Doctor,BOSS
Third Doctor,Borusa
Third Doctor,Bruno Taltalian
Third Doctor,Butler (Invasion of the Dinosaurs)
Third Doctor,Carol Bell
Third Doctor,Carrington (The Ambassadors of Death)
Third Doctor,Chancellor (The Three Doctors)
Third Doctor,Channing
Third Doctor,Charles Grover
Third Doctor,Charles Kettering
Third Doctor,Clifford Jones
Third Doctor,Collinson
Third Doctor,Commander
Third Doctor,Dalek
Third Doctor,Dalek Supreme (Planet of the Daleks)
Third Doctor,Dent (Colony in Space)
Third Doctor,Drashig
Third Doctor,Dæmon
Third Doctor,Eckersley
Third Doctor,Eight Legs
